"created_at","bpp_details.bpp_id","location_details.address.name"
"Jul 10, 2025 @ 12:36:32.834","webapi.magicpin.in/oms_partner/ondc","Momos From Darjeeling"
"Jul 10, 2025 @ 12:36:32.124","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:28.388","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:28.313","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:27.297","webapi.magicpin.in/oms_partner/ondc","Keventers Ice Cream"
"Jul 10, 2025 @ 12:36:27.289","webapi.magicpin.in/oms_partner/ondc","Keventers Ice Cream"
"Jul 10, 2025 @ 12:36:26.770","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:25.802","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:25.476","webapi.magicpin.in/oms_partner/ondc","Vantinti Buffet Bhojanam"
"Jul 10, 2025 @ 12:36:24.107","webapi.magicpin.in/oms_partner/ondc","Plantaway - Vegan Ice Creams & Pantry"
"Jul 10, 2025 @ 12:36:24.106","webapi.magicpin.in/oms_partner/ondc","Plantaway - Vegan Ice Creams & Pantry"
"Jul 10, 2025 @ 12:36:23.444","webapi.magicpin.in/oms_partner/ondc","CakeZone Patisserie"
"Jul 10, 2025 @ 12:36:22.870","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:22.671","webapi.magicpin.in/oms_partner/ondc","Da Momo"
"Jul 10, 2025 @ 12:36:22.233","webapi.magicpin.in/oms_partner/ondc","Udipi Vihar"
"Jul 10, 2025 @ 12:36:22.213","webapi.magicpin.in/oms_partner/ondc","U.P Dairy And Sweets"
"Jul 10, 2025 @ 12:36:20.126","webapi.magicpin.in/oms_partner/ondc","The Unique Paratha"
"Jul 10, 2025 @ 12:36:20.048","webapi.magicpin.in/oms_partner/ondc","The Mocktail Club"
"Jul 10, 2025 @ 12:36:20.047","webapi.magicpin.in/oms_partner/ondc","The Mocha House"
"Jul 10, 2025 @ 12:36:20.043","webapi.magicpin.in/oms_partner/ondc","The Kohli's Kitchen"
"Jul 10, 2025 @ 12:36:20.033","webapi.magicpin.in/oms_partner/ondc","The Hotel Managementwala"
"Jul 10, 2025 @ 12:36:19.969","webapi.magicpin.in/oms_partner/ondc","Krishna Cafe"
"Jul 10, 2025 @ 12:36:19.959","webapi.magicpin.in/oms_partner/ondc","Ragoo's"
"Jul 10, 2025 @ 12:36:19.761","webapi.magicpin.in/oms_partner/ondc","Appana Restaurant"
"Jul 10, 2025 @ 12:36:17.462","webapi.magicpin.in/oms_partner/ondc","Basaveshwara Khanavali"
"Jul 10, 2025 @ 12:36:17.313","webapi.magicpin.in/oms_partner/ondc","Namma Biryani"
"Jul 10, 2025 @ 12:36:17.310","webapi.magicpin.in/oms_partner/ondc","Winner Pop Corn"
"Jul 10, 2025 @ 12:36:16.842","webapi.magicpin.in/oms_partner/ondc","D Pub And Restaurant"
"Jul 10, 2025 @ 12:36:16.568","webapi.magicpin.in/oms_partner/ondc","Frost & Feather"
"Jul 10, 2025 @ 12:36:16.561","webapi.magicpin.in/oms_partner/ondc","A Pinch Of Spice"
"Jul 10, 2025 @ 12:36:16.546","webapi.magicpin.in/oms_partner/ondc","Aramane Donne Biryani"
"Jul 10, 2025 @ 12:36:14.716","webapi.magicpin.in/oms_partner/ondc","Hotel Neha"
"Jul 10, 2025 @ 12:36:11.519","webapi.magicpin.in/oms_partner/ondc","Emoi - Artisanal Ice Creams & Gelato"
"Jul 10, 2025 @ 12:36:10.959","webapi.magicpin.in/oms_partner/ondc","Punjab Kadhai"
"Jul 10, 2025 @ 12:36:10.947","webapi.magicpin.in/oms_partner/ondc","Kasbaa Lounge Cafe"
"Jul 10, 2025 @ 12:36:10.924","webapi.magicpin.in/oms_partner/ondc","Grill Yaari"
"Jul 10, 2025 @ 12:36:09.426","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:09.155","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:07.537","webapi.magicpin.in/oms_partner/ondc","The Indian Nawab"
"Jul 10, 2025 @ 12:36:07.427","webapi.magicpin.in/oms_partner/ondc","Kwality Wall's Ice Cream And More"
"Jul 10, 2025 @ 12:36:06.648","webapi.magicpin.in/oms_partner/ondc","Hola Pasta - Fresh Gourmet Pasta"
"Jul 10, 2025 @ 12:36:06.287","webapi.magicpin.in/oms_partner/ondc","Hola Pasta - Fresh Gourmet Pasta"
"Jul 10, 2025 @ 12:36:04.778","webapi.magicpin.in/oms_partner/ondc","Kwality Wall's Frozen Dessert And Ice Cream Shop"
"Jul 10, 2025 @ 12:36:04.192","webapi.magicpin.in/oms_partner/ondc","Shree Ganesh Fast Food"
"Jul 10, 2025 @ 12:36:04.184","webapi.magicpin.in/oms_partner/ondc","Shree Bhalchandra Chinese Corner"
"Jul 10, 2025 @ 12:36:04.182","webapi.magicpin.in/oms_partner/ondc",Shivshahi
"Jul 10, 2025 @ 12:36:03.924","biz.enstore.com","-"
"Jul 10, 2025 @ 12:36:03.619","webapi.magicpin.in/oms_partner/ondc","Kwality Wall's Frozen Dessert And Ice Cream Shop"
"Jul 10, 2025 @ 12:36:01.024","webapi.magicpin.in/oms_partner/ondc","Samrat hotel kurla"
"Jul 10, 2025 @ 12:36:01.013","webapi.magicpin.in/oms_partner/ondc","Sai's Food and Sancks Corner"
"Jul 10, 2025 @ 12:35:58.392","webapi.magicpin.in/oms_partner/ondc","Star Kitchen"
"Jul 10, 2025 @ 12:35:58.379","webapi.magicpin.in/oms_partner/ondc","New India Sweet Mart"
"Jul 10, 2025 @ 12:35:58.294","webapi.magicpin.in/oms_partner/ondc","J Taj Restaurant"
"Jul 10, 2025 @ 12:35:57.407","webapi.magicpin.in/oms_partner/ondc","Sri Sai Palace"
"Jul 10, 2025 @ 12:35:57.369","webapi.magicpin.in/oms_partner/ondc","Paratha Plaza"
"Jul 10, 2025 @ 12:35:57.215","webapi.magicpin.in/oms_partner/ondc","Hola Pasta - Fresh Gourmet Pasta"
"Jul 10, 2025 @ 12:35:55.885","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:55.619","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:53.815","webapi.magicpin.in/oms_partner/ondc","Just Bake"
"Jul 10, 2025 @ 12:35:53.814","webapi.magicpin.in/oms_partner/ondc","Kolkata Famous Kati Rolls"
"Jul 10, 2025 @ 12:35:53.581","webapi.magicpin.in/oms_partner/ondc","Relax Food Corner"
"Jul 10, 2025 @ 12:35:53.580","webapi.magicpin.in/oms_partner/ondc","Real Taste Of Marathas"
"Jul 10, 2025 @ 12:35:52.998","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:50.610","webapi.magicpin.in/oms_partner/ondc","Purnabramha Foods"
"Jul 10, 2025 @ 12:35:50.584","webapi.magicpin.in/oms_partner/ondc","Punjabi  Bites"
"Jul 10, 2025 @ 12:35:49.691","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:49.002","webapi.magicpin.in/oms_partner/ondc","Papa's Kitchen"
"Jul 10, 2025 @ 12:35:48.987","webapi.magicpin.in/oms_partner/ondc","Pan Oriental Cuisine"
"Jul 10, 2025 @ 12:35:48.292","webapi.magicpin.in/oms_partner/ondc","Jain's Thatte Idli"
"Jul 10, 2025 @ 12:35:48.290","webapi.magicpin.in/oms_partner/ondc","Sambram Paradise"
"Jul 10, 2025 @ 12:35:48.284","webapi.magicpin.in/oms_partner/ondc","Lassi House"
"Jul 10, 2025 @ 12:35:48.279","webapi.magicpin.in/oms_partner/ondc","Chennupati Canteen"
"Jul 10, 2025 @ 12:35:48.081","webapi.magicpin.in/oms_partner/ondc","Kinara Fish Point"
"Jul 10, 2025 @ 12:35:47.346","webapi.magicpin.in/oms_partner/ondc","Sree Spicy Hub"
"Jul 10, 2025 @ 12:35:47.344","webapi.magicpin.in/oms_partner/ondc","Just Bake"
"Jul 10, 2025 @ 12:35:46.689","webapi.magicpin.in/oms_partner/ondc","Lassi Shop"
"Jul 10, 2025 @ 12:35:46.680","webapi.magicpin.in/oms_partner/ondc",Mishmash
"Jul 10, 2025 @ 12:35:46.677","webapi.magicpin.in/oms_partner/ondc","Pav Bhaji Mania"
"Jul 10, 2025 @ 12:35:46.674","webapi.magicpin.in/oms_partner/ondc","Murali Military Hotel"
"Jul 10, 2025 @ 12:35:46.485","webapi.magicpin.in/oms_partner/ondc","New Tea House and Snack Corner"
"Jul 10, 2025 @ 12:35:46.479","webapi.magicpin.in/oms_partner/ondc","New Maharashtra Eating House"
"Jul 10, 2025 @ 12:35:45.889","webapi.magicpin.in/oms_partner/ondc","New Tikka Junction"
"Jul 10, 2025 @ 12:35:45.888","webapi.magicpin.in/oms_partner/ondc","Karan's Food Hub"
"Jul 10, 2025 @ 12:35:45.674","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:44.183","webapi.magicpin.in/oms_partner/ondc","Five Star Chicken"
"Jul 10, 2025 @ 12:35:43.661","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:43.310","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:43.069","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:41.558","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:40.579","webapi.magicpin.in/oms_partner/ondc","Nrn Foods Donne Biryani Mane"
"Jul 10, 2025 @ 12:35:40.576","webapi.magicpin.in/oms_partner/ondc","Bean Muse"
"Jul 10, 2025 @ 12:35:40.571","webapi.magicpin.in/oms_partner/ondc","Barbeque Delight"
"Jul 10, 2025 @ 12:35:40.565","webapi.magicpin.in/oms_partner/ondc","Bites Sandwiches"
"Jul 10, 2025 @ 12:35:40.388","webapi.magicpin.in/oms_partner/ondc",Vaango
"Jul 10, 2025 @ 12:35:40.383","webapi.magicpin.in/oms_partner/ondc",Vaango
"Jul 10, 2025 @ 12:35:39.283","webapi.magicpin.in/oms_partner/ondc","King Nawab Biryani House"
"Jul 10, 2025 @ 12:35:39.129","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:38.914","webapi.magicpin.in/oms_partner/ondc","Bonum Cibum"
"Jul 10, 2025 @ 12:35:38.129","webapi.magicpin.in/oms_partner/ondc",Vaango
"Jul 10, 2025 @ 12:35:37.064","webapi.magicpin.in/oms_partner/ondc","Lassi Shop, VV Puram"
"Jul 10, 2025 @ 12:35:36.384","webapi.magicpin.in/oms_partner/ondc","MBA Chaiwala"
"Jul 10, 2025 @ 12:35:36.380","webapi.magicpin.in/oms_partner/ondc","Matoshree Restaurant"
"Jul 10, 2025 @ 12:35:35.460","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:35.438","webapi.magicpin.in/oms_partner/ondc",Vaango
"Jul 10, 2025 @ 12:35:34.980","webapi.magicpin.in/oms_partner/ondc","Voosh Burgers & Sandwiches"
"Jul 10, 2025 @ 12:35:34.975","webapi.magicpin.in/oms_partner/ondc","For God's Sake - Bake The Cake"
"Jul 10, 2025 @ 12:35:34.124","webapi.magicpin.in/oms_partner/ondc","Maitri Amruttulya & Fast Food"
"Jul 10, 2025 @ 12:35:34.121","webapi.magicpin.in/oms_partner/ondc","Maitri Adda"
"Jul 10, 2025 @ 12:35:34.103","webapi.magicpin.in/oms_partner/ondc","Mahavir Ice Cream Falooda"
"Jul 10, 2025 @ 12:35:33.821","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:32.885","webapi.magicpin.in/oms_partner/ondc","Ministry Of Dance"
"Jul 10, 2025 @ 12:35:32.843","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:32.274","webapi.magicpin.in/oms_partner/ondc","Paul's Dum Biryani"
"Jul 10, 2025 @ 12:35:32.274","webapi.magicpin.in/oms_partner/ondc","Hebbar's Chat Hub"
"Jul 10, 2025 @ 12:35:29.558","webapi.magicpin.in/oms_partner/ondc","Crypto Chai by Voosh"
"Jul 10, 2025 @ 12:35:29.535","webapi.magicpin.in/oms_partner/ondc","La Fingerlickia"
"Jul 10, 2025 @ 12:35:29.237","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:28.283","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:26.672","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:26.324","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:26.275","webapi.magicpin.in/oms_partner/ondc","Ghee And Turmeric"
"Jul 10, 2025 @ 12:35:25.938","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:25.588","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:23.359","webapi.magicpin.in/oms_partner/ondc","Reddy's Restaurant"
"Jul 10, 2025 @ 12:35:23.147","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:22.047","webapi.magicpin.in/oms_partner/ondc","Paratha Envy"
"Jul 10, 2025 @ 12:35:22.032","webapi.magicpin.in/oms_partner/ondc",Mirchies
"Jul 10, 2025 @ 12:35:22.018","webapi.magicpin.in/oms_partner/ondc","Lassi Cafe"
"Jul 10, 2025 @ 12:35:20.956","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:20.270","webapi.magicpin.in/oms_partner/ondc","Tea 'n' Me"
"Jul 10, 2025 @ 12:35:20.265","webapi.magicpin.in/oms_partner/ondc","Sharma Fast Food"
"Jul 10, 2025 @ 12:35:20.245","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:19.629","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:19.002","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:18.269","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:17.573","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:15.027","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:14.502","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:14.168","webapi.magicpin.in/oms_partner/ondc",Chopsticks
"Jul 10, 2025 @ 12:35:13.861","webapi.magicpin.in/oms_partner/ondc","The Spirit Cafe And Bar"
"Jul 10, 2025 @ 12:35:13.859","webapi.magicpin.in/oms_partner/ondc","Hotel Shivshambo Family Restaurant"
"Jul 10, 2025 @ 12:35:13.133","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:11.088","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:10.700","webapi.magicpin.in/oms_partner/ondc","Juicy Jars"
"Jul 10, 2025 @ 12:35:10.697","webapi.magicpin.in/oms_partner/ondc","Jay Maharashtra Fast Food"
"Jul 10, 2025 @ 12:35:10.317","webapi.magicpin.in/oms_partner/ondc","Greenland Paan Bhandar"
"Jul 10, 2025 @ 12:35:09.972","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:09.730","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:08.045","webapi.magicpin.in/oms_partner/ondc","Jagawats Cafe"
"Jul 10, 2025 @ 12:35:08.043","webapi.magicpin.in/oms_partner/ondc","Jagat Bhari Kolhapuri"
"Jul 10, 2025 @ 12:35:06.505","webapi.magicpin.in/oms_partner/ondc","Disney Cake And Deserts"
"Jul 10, 2025 @ 12:35:06.504","webapi.magicpin.in/oms_partner/ondc","Sambar Pure Veg"
"Jul 10, 2025 @ 12:35:04.317","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:03.719","webapi.magicpin.in/oms_partner/ondc","Andhra By Nature"
"Jul 10, 2025 @ 12:35:02.353","webapi.magicpin.in/oms_partner/ondc","I Love Yogurt"
"Jul 10, 2025 @ 12:35:02.345","webapi.magicpin.in/oms_partner/ondc","Hunger's Food"
"Jul 10, 2025 @ 12:35:01.541","biz.enstore.com","-"
"Jul 10, 2025 @ 12:35:00.962","webapi.magicpin.in/oms_partner/ondc","Hotel Rajwada"
"Jul 10, 2025 @ 12:35:00.961","webapi.magicpin.in/oms_partner/ondc","Hotel Jayshree"
"Jul 10, 2025 @ 12:35:00.645","webapi.magicpin.in/oms_partner/ondc","Canteen By The Base"
"Jul 10, 2025 @ 12:34:59.561","webapi.magicpin.in/oms_partner/ondc","Brownies Basket"
"Jul 10, 2025 @ 12:34:58.440","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:58.190","webapi.magicpin.in/oms_partner/ondc","Fire Fly Kitchen"
"Jul 10, 2025 @ 12:34:58.186","webapi.magicpin.in/oms_partner/ondc","Gajanand Sweets"
"Jul 10, 2025 @ 12:34:57.156","webapi.magicpin.in/oms_partner/ondc","Baskin Robbins"
"Jul 10, 2025 @ 12:34:56.507","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:55.154","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:54.732","webapi.magicpin.in/oms_partner/ondc","Bright Baker's "
"Jul 10, 2025 @ 12:34:54.248","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:54.227","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:54.008","webapi.magicpin.in/oms_partner/ondc","Geetanjali Biryani House"
"Jul 10, 2025 @ 12:34:52.026","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:51.796","webapi.magicpin.in/oms_partner/ondc","WeFit - Protein Bowls, Salads & Sandwiches"
"Jul 10, 2025 @ 12:34:51.632","webapi.magicpin.in/oms_partner/ondc","Vava Kitchen"
"Jul 10, 2025 @ 12:34:50.526","webapi.magicpin.in/oms_partner/ondc","Indian Zaayaka"
"Jul 10, 2025 @ 12:34:50.524","webapi.magicpin.in/oms_partner/ondc","SGF - Spice Grill Flame"
"Jul 10, 2025 @ 12:34:49.732","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:48.826","webapi.magicpin.in/oms_partner/ondc","Biriyani Blitz"
"Jul 10, 2025 @ 12:34:48.817","webapi.magicpin.in/oms_partner/ondc","Donne Biriyani Mane"
"Jul 10, 2025 @ 12:34:48.816","webapi.magicpin.in/oms_partner/ondc","Davanagere Benne Dosa Corner"
"Jul 10, 2025 @ 12:34:48.723","webapi.magicpin.in/oms_partner/ondc","Laddish Cafe"
"Jul 10, 2025 @ 12:34:48.112","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:46.952","webapi.magicpin.in/oms_partner/ondc","Hashtag09 Bistro Cafe"
"Jul 10, 2025 @ 12:34:46.259","webapi.magicpin.in/oms_partner/ondc","Desi Tadka"
"Jul 10, 2025 @ 12:34:46.256","webapi.magicpin.in/oms_partner/ondc","Desi khao champran meat house"
"Jul 10, 2025 @ 12:34:46.234","webapi.magicpin.in/oms_partner/ondc","Cafe Royal Karbhar"
"Jul 10, 2025 @ 12:34:45.710","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:44.246","webapi.magicpin.in/oms_partner/ondc","Mr More's Chinese Court"
"Jul 10, 2025 @ 12:34:44.142","webapi.magicpin.in/oms_partner/ondc","Dear Shawarma"
"Jul 10, 2025 @ 12:34:44.127","webapi.magicpin.in/oms_partner/ondc","D' Chinese Corner"
"Jul 10, 2025 @ 12:34:43.943","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:43.442","webapi.magicpin.in/oms_partner/ondc",Creamchills
"Jul 10, 2025 @ 12:34:41.685","webapi.magicpin.in/oms_partner/ondc","Papa Kulcha"
"Jul 10, 2025 @ 12:34:41.684","webapi.magicpin.in/oms_partner/ondc","Cafe E Fungi"
"Jul 10, 2025 @ 12:34:40.711","webapi.magicpin.in/oms_partner/ondc","Tea Time"
"Jul 10, 2025 @ 12:34:40.658","webapi.magicpin.in/oms_partner/ondc","Budapest Bake Inn"
"Jul 10, 2025 @ 12:34:40.429","webapi.magicpin.in/oms_partner/ondc","Sagar Biryani AM To PM"
"Jul 10, 2025 @ 12:34:40.426","webapi.magicpin.in/oms_partner/ondc","GLOBO Ice Creams Of The World"
"Jul 10, 2025 @ 12:34:39.011","webapi.magicpin.in/oms_partner/ondc","Chakhna Snacks Food"
"Jul 10, 2025 @ 12:34:38.275","webapi.magicpin.in/oms_partner/ondc","Pav Bhaji Company"
"Jul 10, 2025 @ 12:34:37.899","webapi.magicpin.in/oms_partner/ondc","Paratha Envy"
"Jul 10, 2025 @ 12:34:37.891","webapi.magicpin.in/oms_partner/ondc","Loca Moca Cafe"
"Jul 10, 2025 @ 12:34:37.684","webapi.magicpin.in/oms_partner/ondc","Cafe Crush"
"Jul 10, 2025 @ 12:34:36.471","webapi.magicpin.in/oms_partner/ondc","Biryanis And More"
"Jul 10, 2025 @ 12:34:36.154","webapi.magicpin.in/oms_partner/ondc","Paradise Bakery"
"Jul 10, 2025 @ 12:34:36.125","webapi.magicpin.in/oms_partner/ondc","The Paratha House"
"Jul 10, 2025 @ 12:34:35.447","webapi.magicpin.in/oms_partner/ondc","Chop-Sticks"
"Jul 10, 2025 @ 12:34:35.317","webapi.magicpin.in/oms_partner/ondc","GLOBO Ice Creams Of The World"
"Jul 10, 2025 @ 12:34:34.262","webapi.magicpin.in/oms_partner/ondc","Celebration Cake Shop"
"Jul 10, 2025 @ 12:34:34.261","webapi.magicpin.in/oms_partner/ondc",Cafeverse
"Jul 10, 2025 @ 12:34:33.956","webapi.magicpin.in/oms_partner/ondc","Vikings Food"
"Jul 10, 2025 @ 12:34:32.505","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:31.433","webapi.magicpin.in/oms_partner/ondc","Bhukkad Chinese"
"Jul 10, 2025 @ 12:34:31.392","webapi.magicpin.in/oms_partner/ondc","Baskin�Robbins Happyness Shakes"
"Jul 10, 2025 @ 12:34:31.392","webapi.magicpin.in/oms_partner/ondc","Bhanushali Dabeli"
"Jul 10, 2025 @ 12:34:31.389","webapi.magicpin.in/oms_partner/ondc","Bana's Bite"
"Jul 10, 2025 @ 12:34:30.988","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:30.938","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:29.238","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:28.484","webapi.magicpin.in/oms_partner/ondc","Midnight Mania"
"Jul 10, 2025 @ 12:34:28.401","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:27.975","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:26.024","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:25.461","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:25.159","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:24.885","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:24.565","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:23.218","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:23.033","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:22.582","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:22.222","webapi.magicpin.in/oms_partner/ondc","Five Star Chicken"
"Jul 10, 2025 @ 12:34:22.138","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:20.900","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:20.785","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:20.284","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:20.002","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:19.838","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:18.650","webapi.magicpin.in/oms_partner/ondc","Chai Sutta Premi"
"Jul 10, 2025 @ 12:34:18.649","webapi.magicpin.in/oms_partner/ondc","Hotel 501"
"Jul 10, 2025 @ 12:34:18.577","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:18.035","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:17.833","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:17.314","webapi.magicpin.in/oms_partner/ondc","Lassi Shop"
"Jul 10, 2025 @ 12:34:17.307","webapi.magicpin.in/oms_partner/ondc","Voosh Desi Parathas"
"Jul 10, 2025 @ 12:34:16.228","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:15.663","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:15.285","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:15.069","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:14.106","webapi.magicpin.in/oms_partner/ondc","Ayaan Caterers"
"Jul 10, 2025 @ 12:34:13.340","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:13.197","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:13.000","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:12.840","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:11.878","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:10.771","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:10.427","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:10.228","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:10.130","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:09.720","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:08.560","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:07.906","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:07.520","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:07.068","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:06.850","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:06.258","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:05.684","webapi.magicpin.in/oms_partner/ondc","Spicy Kitchen"
"Jul 10, 2025 @ 12:34:05.359","webapi.magicpin.in/oms_partner/ondc","Apna Burger Aayega"
"Jul 10, 2025 @ 12:34:03.691","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:03.223","webapi.magicpin.in/oms_partner/ondc",Ruh
"Jul 10, 2025 @ 12:34:03.209","webapi.magicpin.in/oms_partner/ondc",Nisarga
"Jul 10, 2025 @ 12:34:02.655","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:02.588","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:02.211","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:34:00.730","biz.enstore.com","-"
"Jul 10, 2025 @ 12:34:00.488","webapi.magicpin.in/oms_partner/ondc","Al-Bake Chicken Corner"
"Jul 10, 2025 @ 12:33:59.708","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:59.248","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:59.046","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:58.406","webapi.magicpin.in/oms_partner/ondc","Wow Wow Chinese"
"Jul 10, 2025 @ 12:33:58.254","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:57.236","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:56.537","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:56.094","webapi.magicpin.in/oms_partner/ondc","Chole Bhature And Parathas"
"Jul 10, 2025 @ 12:33:55.968","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:55.094","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:54.110","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:54.062","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:53.929","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:53.675","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:52.885","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:51.604","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:51.586","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:51.498","webapi.magicpin.in/oms_partner/ondc","Sri Udupi Grand"
"Jul 10, 2025 @ 12:33:51.438","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:50.613","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:49.188","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:49.109","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:33:49.073","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:49.011","biz.enstore.com","-"
"Jul 10, 2025 @ 12:33:46.436","seller.tipplr.in","-"
