"created_at","bpp_details.bpp_id","location_details.address.name"
"Jul 10, 2025 @ 12:30:51.220","webapi.magicpin.in/oms_partner/ondc","Must Eat Shawarma & Salads"
"Jul 10, 2025 @ 12:30:51.058","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:50.849","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:50.759","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:50.003","webapi.magicpin.in/oms_partner/ondc","Talk Of D Town"
"Jul 10, 2025 @ 12:30:48.977","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:48.736","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:48.536","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:48.517","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:47.785","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:46.728","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:46.573","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:45.989","webapi.magicpin.in/oms_partner/ondc","Morya amrutulya"
"Jul 10, 2025 @ 12:30:45.975","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:45.608","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:44.416","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:44.292","webapi.magicpin.in/oms_partner/ondc","Mehfil Family Restaurant & Chinese"
"Jul 10, 2025 @ 12:30:44.289","webapi.magicpin.in/oms_partner/ondc","MBA Shawarma Wala"
"Jul 10, 2025 @ 12:30:43.838","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:43.796","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:43.391","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:42.200","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:41.954","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:41.683","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:41.521","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:40.910","webapi.magicpin.in/oms_partner/ondc","Meetho Cha!"
"Jul 10, 2025 @ 12:30:40.906","webapi.magicpin.in/oms_partner/ondc","Day and Night Cafe"
"Jul 10, 2025 @ 12:30:40.052","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:39.724","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:39.464","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:39.351","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:38.706","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:37.700","webapi.magicpin.in/oms_partner/ondc","MARATHWADA HOUSE"
"Jul 10, 2025 @ 12:30:37.699","webapi.magicpin.in/oms_partner/ondc",Mangifera
"Jul 10, 2025 @ 12:30:37.698","webapi.magicpin.in/oms_partner/ondc","Malvan To Mangalore"
"Jul 10, 2025 @ 12:30:37.559","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:37.197","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:37.115","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:36.421","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:35.467","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:35.002","webapi.magicpin.in/oms_partner/ondc","Wood Pot Cafe"
"Jul 10, 2025 @ 12:30:34.880","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:32.849","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:32.222","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:32.175","webapi.magicpin.in/oms_partner/ondc","Wendy's Flavor Fresh Burgers"
"Jul 10, 2025 @ 12:30:32.131","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:31.669","webapi.magicpin.in/oms_partner/ondc","Grill Kitchen"
"Jul 10, 2025 @ 12:30:30.658","webapi.magicpin.in/oms_partner/ondc","Crypto Chai by Voosh"
"Jul 10, 2025 @ 12:30:30.658","webapi.magicpin.in/oms_partner/ondc","Udupi Cafe, Seegehalli"
"Jul 10, 2025 @ 12:30:29.683","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:29.309","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:29.286","webapi.magicpin.in/oms_partner/ondc","Kumar's Kitchen"
"Jul 10, 2025 @ 12:30:29.096","webapi.magicpin.in/oms_partner/ondc","Naaan Veg"
"Jul 10, 2025 @ 12:30:29.091","webapi.magicpin.in/oms_partner/ondc","Kolkata Famous Kati Rolls"
"Jul 10, 2025 @ 12:30:28.526","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:27.425","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:27.057","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:27.008","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:26.227","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:24.860","webapi.magicpin.in/oms_partner/ondc","The Indian Samos"
"Jul 10, 2025 @ 12:30:24.853","webapi.magicpin.in/oms_partner/ondc","Momo Street"
"Jul 10, 2025 @ 12:30:24.811","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:24.692","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:24.350","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:23.908","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:22.590","webapi.magicpin.in/oms_partner/ondc","Urban Green Salad"
"Jul 10, 2025 @ 12:30:22.450","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:22.256","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:22.146","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:20.165","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:20.012","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:19.889","biz.enstore.com","-"
"Jul 10, 2025 @ 12:30:19.682","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:19.669","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:17.991","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:17.797","webapi.magicpin.in/oms_partner/ondc","Just Creamery - Healthy Ice Cream"
"Jul 10, 2025 @ 12:30:17.794","webapi.magicpin.in/oms_partner/ondc","JG's Cold Panipuri And Chats"
"Jul 10, 2025 @ 12:30:17.281","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:17.264","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:17.221","webapi.magicpin.in/oms_partner/ondc","PUNYASHREE HOTEL NATI STYLE NON VEG FAMILY"
"Jul 10, 2025 @ 12:30:17.218","webapi.magicpin.in/oms_partner/ondc","Kabab House"
"Jul 10, 2025 @ 12:30:15.830","webapi.magicpin.in/oms_partner/ondc","Jay Shankar hotel"
"Jul 10, 2025 @ 12:30:15.640","webapi.magicpin.in/oms_partner/ondc","Jai Ganesh Canteen"
"Jul 10, 2025 @ 12:30:14.890","webapi.magicpin.in/oms_partner/ondc","TFL's Kitchen"
"Jul 10, 2025 @ 12:30:14.866","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:14.825","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:13.196","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:13.138","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:12.611","webapi.magicpin.in/oms_partner/ondc","Idli Dosa Express"
"Jul 10, 2025 @ 12:30:12.168","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:10.926","biz.enstore.com","-"
"Jul 10, 2025 @ 12:30:10.623","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:10.438","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:10.370","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:07.965","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:07.932","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:07.774","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:07.625","biz.enstore.com","-"
"Jul 10, 2025 @ 12:30:07.122","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:05.626","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:05.460","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:05.305","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:04.600","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:03.086","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:02.922","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:02.444","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:02.405","biz.enstore.com","-"
"Jul 10, 2025 @ 12:30:01.757","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:00.524","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:30:00.388","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:59.276","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:59.201","webapi.magicpin.in/oms_partner/ondc","Let's Eat Ultima"
"Jul 10, 2025 @ 12:29:59.198","webapi.magicpin.in/oms_partner/ondc","The Lassi Corner"
"Jul 10, 2025 @ 12:29:58.126","biz.enstore.com","-"
"Jul 10, 2025 @ 12:29:58.011","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:57.645","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:56.937","webapi.magicpin.in/oms_partner/ondc","Jain Meals by EatFit"
"Jul 10, 2025 @ 12:29:56.936","webapi.magicpin.in/oms_partner/ondc","Quenchers By Uk"
"Jul 10, 2025 @ 12:29:55.208","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:54.823","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:54.714","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:54.554","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:52.892","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:52.492","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:52.379","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:52.239","webapi.magicpin.in/oms_partner/ondc","Hotel Durga"
"Jul 10, 2025 @ 12:29:52.238","webapi.magicpin.in/oms_partner/ondc","Hotel Durga"
"Jul 10, 2025 @ 12:29:52.234","webapi.magicpin.in/oms_partner/ondc","Hotel Durga"
"Jul 10, 2025 @ 12:29:52.232","webapi.magicpin.in/oms_partner/ondc","Hotel Dragon Star"
"Jul 10, 2025 @ 12:29:51.968","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:49.962","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:49.941","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:49.820","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:49.417","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:47.754","biz.enstore.com","-"
"Jul 10, 2025 @ 12:29:47.423","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:47.418","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:47.158","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:47.106","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:45.240","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:45.084","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:45.065","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:44.867","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:44.760","webapi.magicpin.in/oms_partner/ondc","Great God Ice Cream"
"Jul 10, 2025 @ 12:29:44.759","webapi.magicpin.in/oms_partner/ondc","Great Akku's Thali Restaurant"
"Jul 10, 2025 @ 12:29:42.320","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:42.294","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:42.197","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:41.846","webapi.magicpin.in/oms_partner/ondc","Coastal Delight"
"Jul 10, 2025 @ 12:29:41.763","webapi.magicpin.in/oms_partner/ondc","Momo Express"
"Jul 10, 2025 @ 12:29:41.762","webapi.magicpin.in/oms_partner/ondc","Momo Point"
"Jul 10, 2025 @ 12:29:41.761","webapi.magicpin.in/oms_partner/ondc","Momo Bites"
"Jul 10, 2025 @ 12:29:39.901","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:39.403","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:39.296","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:39.176","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:38.857","webapi.magicpin.in/oms_partner/ondc","Khati Point"
"Jul 10, 2025 @ 12:29:36.793","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:36.664","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:36.634","webapi.magicpin.in/oms_partner/ondc","Frozen Gelato"
"Jul 10, 2025 @ 12:29:36.632","webapi.magicpin.in/oms_partner/ondc","Friends Club"
"Jul 10, 2025 @ 12:29:36.088","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:34.823","webapi.magicpin.in/oms_partner/ondc","Anand's Wale Anant Pack Food"
"Jul 10, 2025 @ 12:29:34.616","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:34.149","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:33.596","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:32.344","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:32.293","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:31.962","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:31.888","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:31.283","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:30.105","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:29.744","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:29.530","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:28.752","webapi.magicpin.in/oms_partner/ondc","Shadab Chicken Biryani"
"Jul 10, 2025 @ 12:29:28.751","webapi.magicpin.in/oms_partner/ondc","Specio Foods Restaurant"
"Jul 10, 2025 @ 12:29:28.165","webapi.magicpin.in/oms_partner/ondc","Vin Paul's"
"Jul 10, 2025 @ 12:29:28.156","webapi.magicpin.in/oms_partner/ondc","Dot.yum - Aloft Hotel"
"Jul 10, 2025 @ 12:29:27.715","webapi.magicpin.in/oms_partner/ondc","Dosti Chinese centre"
"Jul 10, 2025 @ 12:29:27.715","webapi.magicpin.in/oms_partner/ondc","Dumroz Biryani"
"Jul 10, 2025 @ 12:29:27.554","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:27.326","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:25.588","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:25.468","webapi.magicpin.in/oms_partner/ondc","Keelsa Veg"
"Jul 10, 2025 @ 12:29:25.446","webapi.magicpin.in/oms_partner/ondc","Sri Lakshmi Vaibhava"
"Jul 10, 2025 @ 12:29:25.360","webapi.magicpin.in/oms_partner/ondc","WeFit - Protein Bowls, Salads & Sandwiches"
"Jul 10, 2025 @ 12:29:25.023","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:22.944","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:22.762","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:22.691","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:22.585","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:22.560","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:20.352","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:20.258","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:20.222","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:20.139","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:19.649","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:18.137","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:18.026","webapi.magicpin.in/oms_partner/ondc","Ganapa Fresh Point"
"Jul 10, 2025 @ 12:29:17.835","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:17.600","webapi.magicpin.in/oms_partner/ondc",DonBuri
"Jul 10, 2025 @ 12:29:17.597","webapi.magicpin.in/oms_partner/ondc","Desire Instant Chai, Maza Aajaye !!"
"Jul 10, 2025 @ 12:29:17.345","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:15.679","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:15.575","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:15.544","webapi.magicpin.in/oms_partner/ondc","Danka for pani puri lovers"
"Jul 10, 2025 @ 12:29:15.019","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:14.723","webapi.magicpin.in/oms_partner/ondc",Coffeeville
"Jul 10, 2025 @ 12:29:14.718","webapi.magicpin.in/oms_partner/ondc","Chingari Royal"
"Jul 10, 2025 @ 12:29:13.304","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:13.064","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:12.669","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:12.197","webapi.magicpin.in/oms_partner/ondc","New Indian Chickan Corner"
"Jul 10, 2025 @ 12:29:12.195","webapi.magicpin.in/oms_partner/ondc","Post Workout Gym Diet Cafe"
"Jul 10, 2025 @ 12:29:11.166","biz.enstore.com","-"
"Jul 10, 2025 @ 12:29:10.861","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:10.660","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:10.155","webapi.magicpin.in/oms_partner/ondc","Chinese Point"
"Jul 10, 2025 @ 12:29:09.437","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:08.542","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:08.527","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:08.410","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:07.897","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:07.129","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:06.265","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:06.108","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:05.727","webapi.magicpin.in/oms_partner/ondc","The Lassi Corner"
"Jul 10, 2025 @ 12:29:05.459","webapi.magicpin.in/oms_partner/ondc","Chefs On Duty"
"Jul 10, 2025 @ 12:29:05.304","webapi.magicpin.in/oms_partner/ondc","China Grill House"
"Jul 10, 2025 @ 12:29:04.673","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:04.092","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:03.816","webapi.magicpin.in/oms_partner/ondc","WeFit - Protein Bowls, Salads & Sandwiches"
"Jul 10, 2025 @ 12:29:03.813","webapi.magicpin.in/oms_partner/ondc","WeFit - Protein Bowls, Salads & Sandwiches"
"Jul 10, 2025 @ 12:29:02.769","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:01.502","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:29:00.524","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:59.957","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:59.779","webapi.magicpin.in/oms_partner/ondc","Castle Cafe"
"Jul 10, 2025 @ 12:28:59.777","webapi.magicpin.in/oms_partner/ondc","Caramella's Cake Shop & Cafe"
"Jul 10, 2025 @ 12:28:59.768","webapi.magicpin.in/oms_partner/ondc","Caramella's"
"Jul 10, 2025 @ 12:28:59.169","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:58.650","webapi.magicpin.in/oms_partner/ondc","Glee Dessert"
"Jul 10, 2025 @ 12:28:57.418","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:57.348","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:57.205","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:56.859","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:56.131","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:55.212","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:54.571","webapi.magicpin.in/oms_partner/ondc","Delhi Chai Cafe"
"Jul 10, 2025 @ 12:28:54.569","webapi.magicpin.in/oms_partner/ondc","Brother's Baker's"
"Jul 10, 2025 @ 12:28:54.562","webapi.magicpin.in/oms_partner/ondc","Kulcha's Nation"
"Jul 10, 2025 @ 12:28:54.350","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:53.235","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:52.964","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:52.891","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:51.964","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:51.891","webapi.magicpin.in/oms_partner/ondc","Cafe Mandala"
"Jul 10, 2025 @ 12:28:51.888","webapi.magicpin.in/oms_partner/ondc","Cafe Jagdamba"
"Jul 10, 2025 @ 12:28:50.786","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:50.238","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:49.652","webapi.magicpin.in/oms_partner/ondc","Munchies N More"
"Jul 10, 2025 @ 12:28:49.563","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:49.556","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:48.501","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:47.998","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:47.104","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:46.942","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:45.911","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:45.393","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:44.389","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:44.325","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:42.807","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:42.625","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:41.491","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:41.446","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:39.954","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:39.543","webapi.magicpin.in/oms_partner/ondc","SAPRA KITCHEN"
"Jul 10, 2025 @ 12:28:38.906","webapi.magicpin.in/oms_partner/ondc","Bakers Arena"
"Jul 10, 2025 @ 12:28:38.635","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:38.613","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:36.666","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:36.623","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:36.099","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:35.976","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:34.158","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:34.117","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:33.107","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:32.942","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:32.852","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:31.767","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:31.742","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:30.241","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:29.849","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:29.222","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:28.477","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:27.659","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:27.537","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:26.880","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:26.782","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:25.902","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:24.681","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:24.405","webapi.magicpin.in/oms_partner/ondc","BT CAFETERIA"
"Jul 10, 2025 @ 12:28:24.400","webapi.magicpin.in/oms_partner/ondc","Brindavan Sandwichs and Momos Centre"
"Jul 10, 2025 @ 12:28:24.133","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:23.482","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:22.948","webapi.magicpin.in/oms_partner/ondc","Good Flippin' Burgers"
"Jul 10, 2025 @ 12:28:22.027","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:21.704","webapi.magicpin.in/oms_partner/ondc","Butter And Sauce"
"Jul 10, 2025 @ 12:28:21.696","webapi.magicpin.in/oms_partner/ondc","Figo Bake House"
"Jul 10, 2025 @ 12:28:21.695","webapi.magicpin.in/oms_partner/ondc","Biryani Workshop"
"Jul 10, 2025 @ 12:28:21.592","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:19.887","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:19.726","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:19.462","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:19.264","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:18.860","webapi.magicpin.in/oms_partner/ondc","Biryani King"
"Jul 10, 2025 @ 12:28:18.855","webapi.magicpin.in/oms_partner/ondc","Biba Bar & Kitchen"
"Jul 10, 2025 @ 12:28:17.105","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:16.604","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:16.060","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:15.700","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:15.407","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:14.805","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:13.657","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:13.245","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:12.405","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:11.790","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:11.451","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:11.331","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:11.002","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:09.813","webapi.magicpin.in/oms_partner/ondc","BHOOK LAGI"
"Jul 10, 2025 @ 12:28:09.812","webapi.magicpin.in/oms_partner/ondc","Bheega Bites"
"Jul 10, 2025 @ 12:28:08.817","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:08.614","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:08.229","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:07.702","biz.enstore.com","-"
"Jul 10, 2025 @ 12:28:07.309","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:06.466","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:06.260","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:05.776","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:05.038","webapi.magicpin.in/oms_partner/ondc","The Betel Leaf Co - Paan Originally From Bangalore"
"Jul 10, 2025 @ 12:28:05.033","webapi.magicpin.in/oms_partner/ondc","The Betel Leaf Co - Paan Originally From Bangalore"
"Jul 10, 2025 @ 12:28:04.814","seller.tipplr.in","-"
"Jul 10, 2025 @ 12:28:04.184","seller.tipplr.in","-"
